city,avgCoveredCharges,averagePayments
ABBEVILLE,8133,10187
ALEXANDRIA,42683,10218
BATON ROUGE,17308,10218
BOGALUSA,13154,8863
BOSSIER CITY,30728,8570
COVINGTON,46929,9393
CROWLEY,11844,8207
HAMMOND,83805,11045
HOUMA,43941,10389
KENNER,45418,11053
LAFAYETTE,30650,10197
LAKE CHARLES,47571,9664
LAPLACE,32706,10100
LEESVILLE,44954,8753
MARRERO,23684,9959
METAIRIE,26235,9446
MINDEN,28079,10773
MONROE,30135,10191
NEW IBERIA,33686,10072
NEW ORLEANS,31482,11694
OPELOUSAS,22425,10562
RUSTON,31775,9311
SHREVEPORT,33588,10494
SLIDELL,64716,9821
SULPHUR,21114,8012
THIBODAUX,26922,8095
VILLE PLATTE,24790,10044
WEST MONROE,36909,9462
