city,avgCoveredCharges,averagePayments
ALEXANDRIA,60480,13878
BATON ROUGE,31200,14684
BOSSIER CITY,45782,12232
COVINGTON,75509,13067
CROWLEY,12567,12563
HAMMOND,151900,20868
HOUMA,67106,16625
JENNINGS,36982,12017
LAFAYETTE,49796,13723
LAKE CHARLES,65532,15104
LEESVILLE,101738,13688
MARRERO,51059,14023
METAIRIE,51144,13084
MINDEN,27318,14102
MONROE,44070,14672
NATCHITOCHES,34573,13038
NEW IBERIA,52916,13086
NEW ORLEANS,62860,18075
OPELOUSAS,39503,15183
RUSTON,56002,13198
SHREVEPORT,52905,14830
SLIDELL,73390,13468
SULPHUR,50276,12296
THIBODAUX,35867,11910
VILLE PLATTE,53666,14041
WEST MONROE,72156,13102
