city,avgCoveredCharges,averagePayments
ABBEVILLE,9696,4275
ALEXANDRIA,18916,4137
BASTROP,6394,4565
BATON ROUGE,10711,4295
BOGALUSA,9772,3719
BOSSIER CITY,12499,3630
COLUMBIA,7200,4369
COVINGTON,24595,4057
CROWLEY,4255,3771
DERIDDER,14303,4011
GONZALES,12508,4225
HAMMOND,30637,4465
HOMER,8368,4087
HOUMA,12497,4179
JENA,10357,4601
JENNINGS,8765,3702
LAFAYETTE,12821,4124
LAKE CHARLES,19914,4440
LAKE PROVIDENCE,3320,4413
LAPLACE,19346,4193
LEESVILLE,19552,3817
LULING,9031,4012
MAMOU,13549,3730
MANSFIELD,7309,4521
MANY,5898,4459
MARKSVILLE,12392,4149
MARRERO,18515,4356
METAIRIE,17558,4023
MINDEN,13716,4504
MONROE,11222,4550
MORGAN CITY,15052,4558
NATCHITOCHES,7734,4176
NEW IBERIA,16355,3726
NEW ORLEANS,18833,4938
OAK GROVE,5844,4267
OAKDALE,12272,4972
OPELOUSAS,10424,4755
RAYVILLE,6429,4601
RUSTON,16090,4329
SHREVEPORT,14939,4452
SLIDELL,22361,3999
SPRINGHILL,7413,4219
SULPHUR,9642,3729
THIBODAUX,13441,3722
VILLE PLATTE,8348,4263
WEST MONROE,16685,3980
WINNFIELD,15006,4352
WINNSBORO,5112,4467
ZACHARY,16333,4069
