city,avgCoveredCharges,averagePayments
ALEXANDRIA,31478,6123
BASTROP,10888,6140
BATON ROUGE,14523,6383
BOSSIER CITY,20258,5719
COVINGTON,30376,6182
CROWLEY,9012,5704
GONZALES,7963,6238
HAMMOND,44413,6536
HOUMA,19470,5843
JENNINGS,17750,5451
KENNER,35717,7361
LACOMBE,31580,5796
LAFAYETTE,20221,6322
LAKE CHARLES,29705,6839
LAPLACE,35806,6591
LEESVILLE,32491,5631
MAMOU,28564,5541
MANSFIELD,10198,6348
MARKSVILLE,20886,5985
MARRERO,25651,6531
METAIRIE,19611,5877
MINDEN,19520,6672
MONROE,19810,6369
MORGAN CITY,21142,6957
NATCHITOCHES,15604,5974
NEW IBERIA,24874,5425
NEW ORLEANS,26234,7693
OPELOUSAS,17418,6746
RUSTON,25699,6056
SHREVEPORT,22917,6524
SLIDELL,34202,6021
SULPHUR,14966,5352
THIBODAUX,21424,5322
VILLE PLATTE,21685,6554
WEST MONROE,23314,5894
WINNFIELD,24063,6388
ZACHARY,21727,5696
