city,avgCoveredCharges,averagePayments
ABBEVILLE,16317,7015
ALEXANDRIA,25862,6179
BASTROP,6835,6364
BATON ROUGE,12941,6200
BOSSIER CITY,19960,5480
COLUMBIA,5973,5191
COVINGTON,30414,6118
CROWLEY,8547,5821
GONZALES,11568,6368
HAMMOND,50560,7035
HOUMA,18349,6281
JENNINGS,20345,5289
KENNER,27374,7377
LACOMBE,20469,5467
LAFAYETTE,19140,6296
LAKE CHARLES,26730,5846
LAPLACE,29129,6438
LEESVILLE,32764,5614
MAMOU,15252,5399
MANSFIELD,10923,6584
MARRERO,21515,6362
METAIRIE,18173,5864
MINDEN,14670,6471
MONROE,19729,6110
NEW IBERIA,23851,5916
NEW ORLEANS,21199,6952
OPELOUSAS,16033,6568
RUSTON,22783,6041
SHREVEPORT,23023,6325
SLIDELL,44499,5993
SULPHUR,17126,5130
THIBODAUX,21100,5360
VILLE PLATTE,19649,6360
WEST MONROE,29791,6122
WINNFIELD,25192,6443
ZACHARY,20727,5780
