city,avgCoveredCharges,averagePayments
ABBEVILLE,16701,6544
ALEXANDRIA,23223,6213
BASTROP,10755,6222
BATON ROUGE,12153,6202
BOGALUSA,13420,6193
BOSSIER CITY,20441,5361
COLUMBIA,8314,5444
COVINGTON,29187,5984
CROWLEY,7290,5499
DERIDDER,26615,5751
GONZALES,11876,6538
HAMMOND,41861,6516
HOMER,14244,5979
HOUMA,18485,5853
JENNINGS,12543,5034
KENNER,28216,7266
LACOMBE,21094,5355
LAFAYETTE,18368,6142
LAKE CHARLES,23179,6147
LAKE PROVIDENCE,5424,6424
LAPLACE,25840,6481
LEESVILLE,30916,5594
LULING,15268,6139
MAMOU,21516,5279
MANSFIELD,11504,6339
MANY,11341,6798
MARKSVILLE,20928,5898
MARRERO,20585,6289
METAIRIE,18923,5870
MINDEN,17411,6614
MONROE,19261,6372
MORGAN CITY,21456,6955
NATCHITOCHES,12410,6221
NEW IBERIA,25565,5790
NEW ORLEANS,21266,7454
OAK GROVE,9115,6118
OAKDALE,25101,7809
OPELOUSAS,17971,6782
RUSTON,28896,6140
SHREVEPORT,21308,6473
SLIDELL,31078,5869
SPRINGHILL,9553,6145
SULPHUR,16015,5598
THIBODAUX,20626,5269
VILLE PLATTE,15049,6399
WEST MONROE,26426,6052
WINNFIELD,20937,6481
WINNSBORO,12090,6611
ZACHARY,20695,5270
