city,avgCoveredCharges,averagePayments
ALEXANDRIA,59829,11901
BATON ROUGE,22901,12238
BOGALUSA,28407,11146
BOSSIER CITY,45376,9960
COVINGTON,66468,11218
CROWLEY,10886,10415
DERIDDER,49827,10860
GONZALES,22446,11185
HAMMOND,114495,13485
HOMER,26856,11651
HOUMA,34833,11645
JENNINGS,28147,10230
KENNER,69720,13605
LACOMBE,45465,10506
LAFAYETTE,41106,11697
LAKE CHARLES,52418,11687
LAPLACE,45264,13907
LEESVILLE,69378,10926
MAMOU,50882,10288
MARKSVILLE,40079,10886
MARRERO,37737,11658
METAIRIE,35006,10535
MINDEN,30929,12244
MONROE,33480,11256
MORGAN CITY,36705,12573
NATCHITOCHES,25984,11247
NEW IBERIA,47789,11912
NEW ORLEANS,49374,14053
OAKDALE,37941,14500
OPELOUSAS,26711,12251
RUSTON,39555,11206
SHREVEPORT,44682,11886
SLIDELL,70133,11260
SULPHUR,29114,9847
THIBODAUX,37018,9872
VILLE PLATTE,35211,12317
WEST MONROE,48194,10951
ZACHARY,45242,10830
