city,avgCoveredCharges,averagePayments
ALEXANDRIA,61903,12570
BATON ROUGE,20835,12605
BOGALUSA,20052,10773
BOSSIER CITY,44197,10170
COVINGTON,75398,11863
HAMMOND,120136,14532
HOMER,22176,11462
HOUMA,51590,12390
JENA,19707,13192
JENNINGS,32123,11233
KENNER,58087,14972
LAFAYETTE,38960,11474
LAKE CHARLES,60542,12157
LEESVILLE,66043,11490
MARRERO,46524,12982
METAIRIE,33687,11202
MONROE,38227,12359
NEW ORLEANS,35176,13660
OPELOUSAS,30439,13074
RUSTON,55962,12375
SHREVEPORT,47838,11782
SLIDELL,78004,12129
SULPHUR,42943,10547
THIBODAUX,41526,10198
WEST MONROE,47028,11023
