city,avgCoveredCharges,averagePayments
ABBEVILLE,17580,6397
ALEXANDRIA,31884,6627
BASTROP,14123,6092
BATON ROUGE,14915,6182
BOGALUSA,14545,5334
BOSSIER CITY,18474,5520
COLUMBIA,13176,7346
COVINGTON,33840,5729
CROWLEY,8424,5560
DERIDDER,27730,5912
GONZALES,15833,6178
HAMMOND,58766,6432
HOMER,16250,5973
HOUMA,24110,6413
JENA,17471,6683
JENNINGS,16654,5399
KENNER,30790,7386
LACOMBE,22226,5442
LAFAYETTE,23276,5843
LAKE CHARLES,32846,6313
LAPLACE,26959,6080
LEESVILLE,22359,5102
MAMOU,26871,5355
MANSFIELD,14610,6536
MANY,9056,6643
MARKSVILLE,26375,5972
MARRERO,28245,6358
METAIRIE,19964,5732
MINDEN,20879,6616
MONROE,20524,6334
MORGAN CITY,29925,6722
NATCHITOCHES,14945,6093
NEW IBERIA,30652,5420
NEW ORLEANS,25018,7072
OAK GROVE,9496,6222
OAKDALE,22769,7261
OPELOUSAS,15268,6556
RAYVILLE,13779,6609
RUSTON,36817,6583
SHREVEPORT,26711,6589
SLIDELL,35547,5751
SPRINGHILL,9196,6195
SULPHUR,20130,5703
THIBODAUX,18812,5377
VILLE PLATTE,20174,6387
WEST MONROE,32831,6402
WINNFIELD,26339,6342
WINNSBORO,11654,6576
ZACHARY,25354,5692
