city,avgCoveredCharges,averagePayments
ALBANY,5879,3711
ASHLAND,10234,3474
BOWLING GREEN,13124,3605
CAMPBELLSVILLE,12436,3403
CORBIN,11405,3423
COVINGTON,11457,3547
CYNTHIANA,8103,3974
DANVILLE,7375,3426
ELIZABETHTOWN,6439,3134
FLORENCE,10232,3470
FORT THOMAS,11619,3495
FRANKFORT,16452,3602
FULTON,13527,3575
GLASGOW,9009,3580
HARLAN,10207,3527
HAZARD,10725,3618
HENDERSON,12772,3725
HOPKINSVILLE,9671,3268
LA GRANGE,8840,3159
LEXINGTON,9003,3549
LONDON,12841,3716
LOUISA,16955,3142
LOUISVILLE,11397,3562
MADISONVILLE,9002,3425
MANCHESTER,10525,3956
MAYFIELD,8346,3724
MAYSVILLE,10396,3158
MIDDLESBORO,11102,3398
MOREHEAD,8962,4064
MOUNT VERNON,5858,3858
MURRAY,7798,3067
OWENSBORO,7953,3969
PADUCAH,7911,3026
PAINTSVILLE,26306,3237
PIKEVILLE,17177,4453
PINEVILLE,4339,3103
PRESTONSBURG,6809,3494
RICHMOND,6492,3834
RUSSELLVILLE,13695,3401
SOMERSET,12401,3845
SOUTH WILLIAMSO,9559,3429
WHITESBURG,12936,3098
WINCHESTER,8207,3669
