city,avgCoveredCharges,averagePayments
ALBANY,14767,6583
ASHLAND,18285,6189
BARDSTOWN,19108,5605
BOWLING GREEN,23077,6640
CAMPBELLSVILLE,13262,6253
CORBIN,19892,6059
COVINGTON,17201,6234
CYNTHIANA,9598,6377
DANVILLE,11790,6246
ELIZABETHTOWN,12811,5578
FLEMINGSBURG,10767,6162
FLORENCE,20404,6399
FORT THOMAS,17259,6237
FRANKFORT,28726,6160
GLASGOW,13255,6349
GREENVILLE,15105,5923
HARLAN,13423,5822
HAZARD,20102,6206
HENDERSON,19056,6142
HOPKINSVILLE,13129,5896
JACKSON,23641,5187
LA GRANGE,16179,5709
LEBANON,21539,6598
LEXINGTON,18008,6492
LONDON,16185,6324
LOUISVILLE,19464,6516
MADISONVILLE,14970,6022
MANCHESTER,16783,6381
MAYFIELD,22526,6268
MIDDLESBORO,17713,6013
MOREHEAD,15041,7016
MOUNT STERLING,14773,6184
MURRAY,17748,5885
OWENSBORO,16908,7384
PADUCAH,17485,5462
PAINTSVILLE,52923,5590
PIKEVILLE,25344,7418
PRESTONSBURG,17243,6281
RICHMOND,16148,6786
RUSSELLVILLE,14495,4768
SHELBYVILLE,19172,5673
SOMERSET,21489,6437
TOMPKINSVILLE,9532,7013
WHITESBURG,18451,5349
