city,avgCoveredCharges,averagePayments
ASHLAND,14204,5501
BOWLING GREEN,22520,5575
CAMPBELLSVILLE,10803,5290
COVINGTON,16909,6146
DANVILLE,12652,5646
ELIZABETHTOWN,13071,4834
FLORENCE,18420,5670
FORT THOMAS,11316,5225
FRANKFORT,24583,5646
HARLAN,15062,5618
HAZARD,23141,5624
HENDERSON,21698,5719
LA GRANGE,11874,5192
LEXINGTON,16279,6242
LONDON,18289,6167
LOUISVILLE,15681,5812
MADISONVILLE,15029,5672
MAYFIELD,20786,5068
MURRAY,15896,5041
OWENSBORO,15494,6353
PADUCAH,15949,4890
PIKEVILLE,34207,6712
PINEVILLE,8061,4679
PRESTONSBURG,9453,5501
SOMERSET,20033,5902
