city,avgCoveredCharges,averagePayments
ASHLAND,30276,11730
BARDSTOWN,17668,9363
BOWLING GREEN,41991,12678
CAMPBELLSVILLE,25016,11851
COLUMBIA,23118,11721
CORBIN,25858,11160
COVINGTON,39460,12519
CYNTHIANA,15814,11770
DANVILLE,28972,12212
ELIZABETHTOWN,22562,11491
FLORENCE,33573,12068
FORT THOMAS,36100,13207
FRANKFORT,51672,11649
GLASGOW,25706,12019
HAZARD,43674,12939
HOPKINSVILLE,37702,12385
JACKSON,39821,9742
LA GRANGE,23814,11055
LEBANON,29349,12616
LEITCHFIELD,33174,12889
LEXINGTON,33654,13663
LONDON,31786,13461
LOUISVILLE,40138,13005
MADISONVILLE,28755,12512
MANCHESTER,52477,13410
MAYFIELD,25272,11195
OWENSBORO,27592,13875
PADUCAH,23375,10449
PAINTSVILLE,106092,11622
PIKEVILLE,75562,15416
PINEVILLE,21266,12287
PRESTONSBURG,30411,13054
RICHMOND,23844,13533
SOMERSET,50424,12875
