city,avgCoveredCharges,averagePayments
BATESVILLE,15848,4744
BENTON,13310,3907
BLYTHEVILLE,9363,5187
CAMDEN,11280,4092
CLARKSVILLE,6278,4384
CONWAY,13538,3945
DANVILLE,3769,3869
EL DORADO,19475,4528
FAYETTEVILLE,17975,4073
FORREST CITY,12207,4391
FORT SMITH,15978,4028
HARRISON,11663,4232
HELENA,23052,4545
HOPE,11766,4160
HOT SPRINGS,24111,4210
JONESBORO,9620,4349
LITTLE ROCK,16670,4583
MAGNOLIA,9051,4352
MALVERN,11238,4381
MENA,7874,4479
MONTICELLO,6373,4007
MOUNTAIN HOME,7765,3867
NEWPORT,21543,4171
NORTH LITTLE RO,14997,4039
PARAGOULD,8937,4098
PINE BLUFF,25536,4777
POCAHONTAS,6430,4368
ROGERS,13364,3912
RUSSELLVILLE,20964,4335
SEARCY,13689,4340
SHERWOOD,13677,3888
SILOAM SPRINGS,13128,4350
SPRINGDALE,23898,4336
STUTTGART,9113,4538
VAN BUREN,20729,3759
WEST MEMPHIS,17154,5172
