city,avgCoveredCharges,averagePayments
AMES,13533,4016
BETTENDORF,11026,3944
CARROLL,14699,4422
CEDAR RAPIDS,13541,4090
CLINTON,12791,4752
COUNCIL BLUFFS,20762,4556
DAVENPORT,11298,4227
DES MOINES,18690,4794
DUBUQUE,11707,3845
FORT DODGE,15111,4238
FORT MADISON,9694,4259
GRINNELL,7746,4497
IOWA CITY,17413,6063
MARSHALLTOWN,12936,5186
MASON CITY,13036,4401
MUSCATINE,15124,5577
NEWTON,9318,4654
OTTUMWA,11783,4252
SIOUX CITY,12436,4296
SPENCER,8994,4045
SPIRIT LAKE,12400,4789
WATERLOO,11967,4257
WEST BURLINGTON,11301,4130
