providerName,providerNationalID,avgCoveredCharges,averagePayments
CALIFORNIA HOSPITAL MEDICAL CENTER LA,50149,57479,19263
CEDARS-SINAI MEDICAL CENTER,50625,167860,23934
GOOD SAMARITAN HOSPITAL,50471,119556,18577
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,50063,102310,20752
KECK HOSPITAL OF USC,50696,124370,18825
LOS ANGELES COMMUNITY HOSPITAL,50663,60176,18506
OLYMPIA MEDICAL CENTER,50742,104338,13635
PACIFIC ALLIANCE MEDICAL CENTER,50018,29523,19963
RONALD REAGAN UCLA MEDICAL CENTER,50262,88198,25330
SAINT VINCENT MEDICAL CENTER,50502,81870,18005
WHITE MEMORIAL MEDICAL CENTER,50103,149950,21904
