providerName,providerNationalID,avgCoveredCharges,averagePayments
CALIFORNIA HOSPITAL MEDICAL CENTER LA,50149,62939,20863
CEDARS-SINAI MEDICAL CENTER,50625,169800,23715
EAST LOS ANGELES DOCTORS HOSPITAL,50641,67962,19599
GOOD SAMARITAN HOSPITAL,50471,103849,18422
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,50063,87080,21101
KAISER FOUNDATION HOSPITAL - LOS ANGELES,50138,43262,15168
KAISER FOUNDATION HOSPITAL - WEST LA,50561,35199,11930
KECK HOSPITAL OF USC,50696,216438,35091
LAC+USC MEDICAL CENTER,50373,129322,33245
LOS ANGELES COMMUNITY HOSPITAL,50663,66244,18972
LOS ANGELES METROPOLITAN MEDICAL CTR,50644,78270,17676
OLYMPIA MEDICAL CENTER,50742,142032,13970
PACIFIC ALLIANCE MEDICAL CENTER,50018,47486,20779
RONALD REAGAN UCLA MEDICAL CENTER,50262,87211,26411
SAINT VINCENT MEDICAL CENTER,50502,93552,19703
SILVER LAKE MEDICAL CENTER,50763,67370,20862
TEMPLE COMMUNITY HOSPITAL,50111,66866,17462
WHITE MEMORIAL MEDICAL CENTER,50103,118174,20770
