providerName,providerNationalID,avgCoveredCharges,averagePayments
CALIFORNIA HOSPITAL MEDICAL CENTER LA,50149,80145,22573
CEDARS-SINAI MEDICAL CENTER,50625,110123,18691
GOOD SAMARITAN HOSPITAL,50471,78183,18560
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,50063,100511,23089
KAISER FOUNDATION HOSPITAL - LOS ANGELES,50138,35524,16858
KAISER FOUNDATION HOSPITAL - WEST LA,50561,36308,13221
KECK HOSPITAL OF USC,50696,123885,19369
OLYMPIA MEDICAL CENTER,50742,117449,15585
PACIFIC ALLIANCE MEDICAL CENTER,50018,45406,24227
RONALD REAGAN UCLA MEDICAL CENTER,50262,87418,25902
SAINT VINCENT MEDICAL CENTER,50502,79607,19924
WHITE MEMORIAL MEDICAL CENTER,50103,112653,22706
