providerName,providerNationalID,avgCoveredCharges,averagePayments
CALIFORNIA HOSPITAL MEDICAL CENTER LA,50149,20178,7772
CEDARS-SINAI MEDICAL CENTER,50625,61674,7247
EAST LOS ANGELES DOCTORS HOSPITAL,50641,23760,7447
GOOD SAMARITAN HOSPITAL,50471,38086,6770
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,50063,38000,8037
KAISER FOUNDATION HOSPITAL - WEST LA,50561,14505,4583
KECK HOSPITAL OF USC,50696,51411,8385
LAC+USC MEDICAL CENTER,50373,27866,9890
LOS ANGELES COMMUNITY HOSPITAL,50663,19485,7342
LOS ANGELES METROPOLITAN MEDICAL CTR,50644,24700,6988
OLYMPIA MEDICAL CENTER,50742,56822,5374
PACIFIC ALLIANCE MEDICAL CENTER,50018,18514,8323
RONALD REAGAN UCLA MEDICAL CENTER,50262,41688,10360
SAINT VINCENT MEDICAL CENTER,50502,38636,7522
SILVER LAKE MEDICAL CENTER,50763,27261,7586
TEMPLE COMMUNITY HOSPITAL,50111,29148,6599
WHITE MEMORIAL MEDICAL CENTER,50103,42058,7860
