providerName,providerNationalID,avgCoveredCharges,averagePayments
CALIFORNIA HOSPITAL MEDICAL CENTER LA,50149,47432,15438
CEDARS-SINAI MEDICAL CENTER,50625,125036,17127
EAST LOS ANGELES DOCTORS HOSPITAL,50641,44403,15756
GOOD SAMARITAN HOSPITAL,50471,88654,14872
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,50063,58104,16376
KECK HOSPITAL OF USC,50696,146069,23539
LOS ANGELES COMMUNITY HOSPITAL,50663,52110,14794
OLYMPIA MEDICAL CENTER,50742,103948,10932
PACIFIC ALLIANCE MEDICAL CENTER,50018,31647,16744
RONALD REAGAN UCLA MEDICAL CENTER,50262,87656,23883
SAINT VINCENT MEDICAL CENTER,50502,84456,16354
SILVER LAKE MEDICAL CENTER,50763,58431,15869
TEMPLE COMMUNITY HOSPITAL,50111,48012,13394
WHITE MEMORIAL MEDICAL CENTER,50103,70299,15629
