providerName,providerNationalID,avgCoveredCharges,averagePayments
CALIFORNIA HOSPITAL MEDICAL CENTER LA,50149,29366,10549
CEDARS-SINAI MEDICAL CENTER,50625,86898,9893
GOOD SAMARITAN HOSPITAL,50471,65731,9118
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,50063,45471,10958
LOS ANGELES COMMUNITY HOSPITAL,50663,23306,9844
LOS ANGELES METROPOLITAN MEDICAL CTR,50644,45288,9338
OLYMPIA MEDICAL CENTER,50742,77855,7168
PACIFIC ALLIANCE MEDICAL CENTER,50018,23411,10938
RONALD REAGAN UCLA MEDICAL CENTER,50262,53740,14468
SAINT VINCENT MEDICAL CENTER,50502,45967,9768
SILVER LAKE MEDICAL CENTER,50763,25702,10243
TEMPLE COMMUNITY HOSPITAL,50111,30856,8922
WHITE MEMORIAL MEDICAL CENTER,50103,55358,10342
