providerName,providerNationalID,avgCoveredCharges,averagePayments
CALIFORNIA HOSPITAL MEDICAL CENTER LA,50149,23423,7772
CEDARS-SINAI MEDICAL CENTER,50625,58081,6697
GOOD SAMARITAN HOSPITAL,50471,37811,6768
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,50063,36892,8036
LAC+USC MEDICAL CENTER,50373,27801,9617
LOS ANGELES COMMUNITY HOSPITAL,50663,17287,7338
OLYMPIA MEDICAL CENTER,50742,51862,5341
PACIFIC ALLIANCE MEDICAL CENTER,50018,15322,8324
RONALD REAGAN UCLA MEDICAL CENTER,50262,30561,9093
SAINT VINCENT MEDICAL CENTER,50502,40783,7513
SILVER LAKE MEDICAL CENTER,50763,19098,7582
TEMPLE COMMUNITY HOSPITAL,50111,26707,6598
WHITE MEMORIAL MEDICAL CENTER,50103,51874,7926
