providerName,providerNationalID,avgCoveredCharges,averagePayments
CALIFORNIA HOSPITAL MEDICAL CENTER LA,50149,24409,8826
CEDARS-SINAI MEDICAL CENTER,50625,71006,7753
GOOD SAMARITAN HOSPITAL,50471,32108,7822
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,50063,25231,9306
LAC+USC MEDICAL CENTER,50373,37360,11781
LOS ANGELES COMMUNITY HOSPITAL,50663,18743,8382
OLYMPIA MEDICAL CENTER,50742,70977,6153
RONALD REAGAN UCLA MEDICAL CENTER,50262,45487,11883
SAINT VINCENT MEDICAL CENTER,50502,36505,8563
SILVER LAKE MEDICAL CENTER,50763,17944,8662
TEMPLE COMMUNITY HOSPITAL,50111,30777,7641
WHITE MEMORIAL MEDICAL CENTER,50103,44574,9019
