providerName,providerNationalID,avgCoveredCharges,averagePayments
CALIFORNIA HOSPITAL MEDICAL CENTER LA,50149,30893,10863
CEDARS-SINAI MEDICAL CENTER,50625,80952,11286
EAST LOS ANGELES DOCTORS HOSPITAL,50641,35202,10666
GOOD SAMARITAN HOSPITAL,50471,53140,9700
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,50063,44383,11188
LOS ANGELES COMMUNITY HOSPITAL,50663,34215,10410
OLYMPIA MEDICAL CENTER,50742,81622,7504
PACIFIC ALLIANCE MEDICAL CENTER,50018,23541,11731
RONALD REAGAN UCLA MEDICAL CENTER,50262,44823,13492
SAINT VINCENT MEDICAL CENTER,50502,52655,10541
TEMPLE COMMUNITY HOSPITAL,50111,38832,9832
WHITE MEMORIAL MEDICAL CENTER,50103,47077,11132
