providerName,providerNationalID,avgCoveredCharges,averagePayments
CEDARS-SINAI MEDICAL CENTER,50625,71432,11993
GOOD SAMARITAN HOSPITAL,50471,51575,10776
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,50063,36058,12580
LOS ANGELES COMMUNITY HOSPITAL,50663,19474,11543
OLYMPIA MEDICAL CENTER,50742,85823,8247
PACIFIC ALLIANCE MEDICAL CENTER,50018,20942,12697
RONALD REAGAN UCLA MEDICAL CENTER,50262,50050,15814
SAINT VINCENT MEDICAL CENTER,50502,46792,11224
TEMPLE COMMUNITY HOSPITAL,50111,43924,10592
WHITE MEMORIAL MEDICAL CENTER,50103,54686,12280
