providerName,providerNationalID,avgCoveredCharges,averagePayments
CALIFORNIA HOSPITAL MEDICAL CENTER LA,50149,33082,12346
CEDARS-SINAI MEDICAL CENTER,50625,94412,11769
EAST LOS ANGELES DOCTORS HOSPITAL,50641,46647,11986
GOOD SAMARITAN HOSPITAL,50471,52515,10794
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,50063,46012,12701
KAISER FOUNDATION HOSPITAL - WEST LA,50561,25414,7376
KECK HOSPITAL OF USC,50696,74863,12013
LOS ANGELES COMMUNITY HOSPITAL,50663,39343,11681
OLYMPIA MEDICAL CENTER,50742,77602,8394
PACIFIC ALLIANCE MEDICAL CENTER,50018,26066,13152
RONALD REAGAN UCLA MEDICAL CENTER,50262,60791,15156
SAINT VINCENT MEDICAL CENTER,50502,53368,11720
TEMPLE COMMUNITY HOSPITAL,50111,47545,11079
WHITE MEMORIAL MEDICAL CENTER,50103,59315,12037
