providerName,providerNationalID,avgCoveredCharges,averagePayments
CEDARS-SINAI MEDICAL CENTER,50625,207758,28743
EAST LOS ANGELES DOCTORS HOSPITAL,50641,90557,21815
GOOD SAMARITAN HOSPITAL,50471,104296,18992
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,50063,88383,22314
LOS ANGELES COMMUNITY HOSPITAL,50663,97948,21884
OLYMPIA MEDICAL CENTER,50742,153961,14980
RONALD REAGAN UCLA MEDICAL CENTER,50262,123029,33360
SAINT VINCENT MEDICAL CENTER,50502,127109,25708
SILVER LAKE MEDICAL CENTER,50763,79641,21697
WHITE MEMORIAL MEDICAL CENTER,50103,117745,22031
