providerName,providerNationalID,avgCoveredCharges,averagePayments
CALIFORNIA HOSPITAL MEDICAL CENTER LA,50149,43602,17585
CEDARS-SINAI MEDICAL CENTER,50625,126961,18606
EAST LOS ANGELES DOCTORS HOSPITAL,50641,60852,16894
GOOD SAMARITAN HOSPITAL,50471,60631,15003
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,50063,53379,17990
KECK HOSPITAL OF USC,50696,104384,19514
LAC+USC MEDICAL CENTER,50373,65618,22838
LOS ANGELES COMMUNITY HOSPITAL,50663,35103,16296
LOS ANGELES METROPOLITAN MEDICAL CTR,50644,101822,19096
OLYMPIA MEDICAL CENTER,50742,100719,12228
PACIFIC ALLIANCE MEDICAL CENTER,50018,29783,18093
RONALD REAGAN UCLA MEDICAL CENTER,50262,74894,23918
SAINT VINCENT MEDICAL CENTER,50502,70742,18445
SILVER LAKE MEDICAL CENTER,50763,49657,17322
TEMPLE COMMUNITY HOSPITAL,50111,38904,14073
WHITE MEMORIAL MEDICAL CENTER,50103,85307,18415
