providerName,providerNationalID,avgCoveredCharges,averagePayments
CEDARS-SINAI MEDICAL CENTER,50625,125441,16132
EAST LOS ANGELES DOCTORS HOSPITAL,50641,51946,15037
GOOD SAMARITAN HOSPITAL,50471,66027,13593
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,50063,87461,15913
LOS ANGELES COMMUNITY HOSPITAL,50663,44336,14483
LOS ANGELES METROPOLITAN MEDICAL CTR,50644,71706,14358
OLYMPIA MEDICAL CENTER,50742,110145,10838
PACIFIC ALLIANCE MEDICAL CENTER,50018,40103,17186
RONALD REAGAN UCLA MEDICAL CENTER,50262,94484,26774
SAINT VINCENT MEDICAL CENTER,50502,73647,15590
SILVER LAKE MEDICAL CENTER,50763,45649,15674
TEMPLE COMMUNITY HOSPITAL,50111,59562,13548
WHITE MEMORIAL MEDICAL CENTER,50103,60763,14692
