providerName,providerNationalID,avgCoveredCharges,averagePayments
CALIFORNIA HOSPITAL MEDICAL CENTER LA,50149,35166,11147
CEDARS-SINAI MEDICAL CENTER,50625,83950,10125
EAST LOS ANGELES DOCTORS HOSPITAL,50641,29361,10695
GOOD SAMARITAN HOSPITAL,50471,49231,9660
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,50063,37409,11505
KAISER FOUNDATION HOSPITAL - LOS ANGELES,50138,32129,9276
KAISER FOUNDATION HOSPITAL - WEST LA,50561,24649,6425
KECK HOSPITAL OF USC,50696,71879,12633
LAC+USC MEDICAL CENTER,50373,36549,13444
LOS ANGELES COMMUNITY HOSPITAL,50663,28032,10551
LOS ANGELES METROPOLITAN MEDICAL CTR,50644,45006,10033
OLYMPIA MEDICAL CENTER,50742,84435,7631
PACIFIC ALLIANCE MEDICAL CENTER,50018,26325,11670
RONALD REAGAN UCLA MEDICAL CENTER,50262,53728,14514
SAINT VINCENT MEDICAL CENTER,50502,48202,10633
SILVER LAKE MEDICAL CENTER,50763,25281,10709
TEMPLE COMMUNITY HOSPITAL,50111,39601,9521
WHITE MEMORIAL MEDICAL CENTER,50103,51890,10952
