providerName,providerNationalID,avgCoveredCharges,averagePayments
CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,290054,49664,6265
DESERT SPRINGS HOSPITAL,290022,37702,6609
MOUNTAINVIEW HOSPITAL,290039,51261,6730
SAINT ROSE DOMINICAN HOSPITAL - SAN MARTIN CAMPUS,290053,32348,6383
SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,290047,34342,6981
SPRING VALLEY HOSPITAL MEDICAL CENTER,290046,46692,7116
SUMMERLIN HOSPITAL MEDICAL CENTER,290041,44087,7508
SUNRISE HOSPITAL AND MEDICAL CENTER,290003,51819,7780
UMC OF SOUTHERN NEVADA,290007,33935,9010
VALLEY HOSPITAL MEDICAL CENTER,290021,46495,8386
