providerName,providerNationalID,avgCoveredCharges,averagePayments
CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,290054,81764,9125
DESERT SPRINGS HOSPITAL,290022,85599,9941
MOUNTAINVIEW HOSPITAL,290039,84558,10815
SAINT ROSE DOMINICAN HOSPITAL - SAN MARTIN CAMPUS,290053,57993,9367
SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,290047,75564,10415
SPRING VALLEY HOSPITAL MEDICAL CENTER,290046,108675,11439
SUMMERLIN HOSPITAL MEDICAL CENTER,290041,109654,10013
SUNRISE HOSPITAL AND MEDICAL CENTER,290003,87166,11893
UMC OF SOUTHERN NEVADA,290007,42649,13340
VALLEY HOSPITAL MEDICAL CENTER,290021,143066,13678
