providerName,providerNationalID,avgCoveredCharges,averagePayments
CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,290054,57821,6487
DESERT SPRINGS HOSPITAL,290022,44752,7165
MOUNTAINVIEW HOSPITAL,290039,67118,7233
SAINT ROSE DOMINICAN HOSPITAL - SAN MARTIN CAMPUS,290053,56645,6900
SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,290047,49599,7547
SPRING VALLEY HOSPITAL MEDICAL CENTER,290046,71495,7753
SUMMERLIN HOSPITAL MEDICAL CENTER,290041,68031,7763
SUNRISE HOSPITAL AND MEDICAL CENTER,290003,71112,8432
UMC OF SOUTHERN NEVADA,290007,40424,9820
VALLEY HOSPITAL MEDICAL CENTER,290021,72884,8915
