providerName,providerNationalID,avgCoveredCharges,averagePayments
CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,290054,52926,5171
DESERT SPRINGS HOSPITAL,290022,37989,5389
MOUNTAINVIEW HOSPITAL,290039,41833,5659
SAINT ROSE DOMINICAN HOSPITAL - SAN MARTIN CAMPUS,290053,29405,5900
SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,290047,32279,5764
SPRING VALLEY HOSPITAL MEDICAL CENTER,290046,37182,6169
SUMMERLIN HOSPITAL MEDICAL CENTER,290041,38710,5622
SUNRISE HOSPITAL AND MEDICAL CENTER,290003,50042,7164
UMC OF SOUTHERN NEVADA,290007,45493,8140
VALLEY HOSPITAL MEDICAL CENTER,290021,37609,6675
