providerName,providerNationalID,avgCoveredCharges,averagePayments
CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,290054,56002,5995
DESERT SPRINGS HOSPITAL,290022,43586,6155
MOUNTAINVIEW HOSPITAL,290039,54632,6842
SAINT ROSE DOMINICAN HOSPITAL - SAN MARTIN CAMPUS,290053,40370,6616
SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,290047,37048,6541
SPRING VALLEY HOSPITAL MEDICAL CENTER,290046,51686,6829
SUMMERLIN HOSPITAL MEDICAL CENTER,290041,54383,6442
SUNRISE HOSPITAL AND MEDICAL CENTER,290003,44828,7308
UMC OF SOUTHERN NEVADA,290007,34106,8305
VALLEY HOSPITAL MEDICAL CENTER,290021,55973,7649
