providerName,providerNationalID,avgCoveredCharges,averagePayments
CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,290054,32261,3396
DESERT SPRINGS HOSPITAL,290022,39800,4473
MOUNTAINVIEW HOSPITAL,290039,32833,3719
SAINT ROSE DOMINICAN HOSPITAL - SAN MARTIN CAMPUS,290053,23610,3546
SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,290047,24458,3791
SPRING VALLEY HOSPITAL MEDICAL CENTER,290046,35171,3714
SUMMERLIN HOSPITAL MEDICAL CENTER,290041,29102,3739
SUNRISE HOSPITAL AND MEDICAL CENTER,290003,37279,4390
UMC OF SOUTHERN NEVADA,290007,24928,4956
VALLEY HOSPITAL MEDICAL CENTER,290021,34898,4416
