providerName,providerNationalID,avgCoveredCharges,averagePayments
CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,290054,53407,6562
DESERT SPRINGS HOSPITAL,290022,41959,6852
MOUNTAINVIEW HOSPITAL,290039,49517,6900
SAINT ROSE DOMINICAN HOSPITAL - SAN MARTIN CAMPUS,290053,46320,6826
SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,290047,35074,7142
SPRING VALLEY HOSPITAL MEDICAL CENTER,290046,41989,6737
SUMMERLIN HOSPITAL MEDICAL CENTER,290041,56988,6917
SUNRISE HOSPITAL AND MEDICAL CENTER,290003,54405,8150
UMC OF SOUTHERN NEVADA,290007,38974,9745
VALLEY HOSPITAL MEDICAL CENTER,290021,52157,8087
