providerName,providerNationalID,avgCoveredCharges,averagePayments
CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,290054,46300,5023
DESERT SPRINGS HOSPITAL,290022,40205,5173
MOUNTAINVIEW HOSPITAL,290039,42208,5790
SAINT ROSE DOMINICAN HOSPITAL - SAN MARTIN CAMPUS,290053,28990,5341
SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,290047,30256,5711
SPRING VALLEY HOSPITAL MEDICAL CENTER,290046,42653,5648
SUMMERLIN HOSPITAL MEDICAL CENTER,290041,46876,5624
SUNRISE HOSPITAL AND MEDICAL CENTER,290003,39050,6537
UMC OF SOUTHERN NEVADA,290007,26126,7518
VALLEY HOSPITAL MEDICAL CENTER,290021,44063,6568
