city,avgCoveredCharges,averagePayments
ALABASTER,25780,5648
ALEXANDER CITY,9743,5722
ANNISTON,20883,5350
ATHENS,8814,6200
BESSEMER,17972,5544
BIRMINGHAM,29708,6602
BOAZ,10820,5812
BREWTON,12140,5640
CULLMAN,14796,5574
DECATUR,15896,5843
DOTHAN,22991,5735
FAIRHOPE,16014,4967
FLORENCE,23513,5465
FOLEY,32864,5303
FORT PAYNE,24276,5211
GADSDEN,58578,5601
GENEVA,6152,5350
GUNTERSVILLE,9293,5019
HUNTSVILLE,27817,6380
JACKSONVILLE,17248,5308
JASPER,20091,5803
MOBILE,19231,5374
MONTGOMERY,22653,6732
MOULTON,16152,6215
MUSCLE SHOALS,25129,5296
NORTHPORT,19357,6186
OPELIKA,8604,5719
PRATTVILLE,16176,5208
SELMA,22985,7030
SHEFFIELD,15829,5613
SYLACAUGA,23030,5884
TALLADEGA,16919,6517
TUSCALOOSA,20644,6131
VALLEY,9021,6095
