city,avgCoveredCharges,averagePayments
ALABASTER,14105,3484
ANNISTON,10699,3325
BESSEMER,13517,3816
BIRMINGHAM,22413,3955
BOAZ,4974,3627
CULLMAN,7476,3383
DECATUR,18044,3630
DOTHAN,16583,3645
ENTERPRISE,19155,3299
FLORENCE,14834,3323
FORT PAYNE,11869,3262
GADSDEN,21989,3280
GUNTERSVILLE,7467,3264
HUNTSVILLE,17990,3895
JASPER,13175,3569
MOBILE,12398,3860
MONTGOMERY,11902,4129
MOULTON,7905,3874
NORTHPORT,11736,3986
OPELIKA,9588,3994
PRATTVILLE,17968,3243
SELMA,13219,4389
TALLADEGA,12843,4454
TUSCALOOSA,14222,3744
