city,avgCoveredCharges,averagePayments
ALABASTER,14980,3317
ALEXANDER CITY,5554,3267
ANDALUSIA,10134,3184
ANNISTON,14723,3052
ATHENS,7239,3369
BESSEMER,15062,3182
BIRMINGHAM,16339,3525
BREWTON,6807,3140
CARROLLTON,8985,4797
CULLMAN,9483,3321
DECATUR,14746,4596
DEMOPOLIS,4908,2965
DOTHAN,14720,3304
ENTERPRISE,15780,2963
EUFAULA,9490,3504
FAIRHOPE,8219,2822
FLORENCE,10547,3047
FOLEY,19665,3121
FORT PAYNE,16509,3007
GADSDEN,24564,3003
GENEVA,5048,3236
GREENVILLE,21298,3519
GUNTERSVILLE,6713,3062
HALEYVILLE,8211,3177
HAMILTON,9229,3203
HARTSELLE,18365,3023
HUNTSVILLE,16862,3391
JASPER,14670,3327
MOBILE,10180,3021
MONROEVILLE,8714,3109
MONTGOMERY,11265,3556
OPELIKA,6092,3276
OPP,5605,2944
PRATTVILLE,9388,3034
SCOTTSBORO,5941,3090
SELMA,11493,3976
SHEFFIELD,10367,3171
SYLACAUGA,8529,3450
TALLADEGA,12792,3903
TROY,12384,3534
TUSCALOOSA,12586,3762
VALLEY,6747,3392
WINFIELD,11501,2980
