city,avgCoveredCharges,averagePayments
ALABASTER,27600,5058
ALEXANDER CITY,6899,4819
ANDALUSIA,13089,4485
ANNISTON,18496,4449
ATHENS,10718,4919
BESSEMER,19865,4675
BIRMINGHAM,24347,5145
BOAZ,13037,5001
BREWTON,7925,4478
CULLMAN,17181,4810
DECATUR,17668,5334
DOTHAN,19639,4756
ENTERPRISE,21345,4254
EVERGREEN,5805,4484
FAIRHOPE,12264,4091
FLORENCE,16674,4465
FOLEY,28638,4348
FORT PAYNE,25947,4425
GADSDEN,40858,4428
GENEVA,6863,4689
GUNTERSVILLE,8982,4181
HUNTSVILLE,21780,5076
JASPER,18371,4690
MOBILE,13941,4582
MONROEVILLE,11025,4818
MONTGOMERY,17993,5346
OPELIKA,8802,4936
PRATTVILLE,13213,4348
RUSSELLVILLE,18839,4594
SCOTTSBORO,8863,4526
SELMA,16682,5789
SHEFFIELD,14175,4617
TALLADEGA,18442,5526
TROY,13546,4996
TUSCALOOSA,17522,5238
VALLEY,8470,4726
WINFIELD,15991,4247
