providerName,providerNationalID,avgCoveredCharges,averagePayments
CYPRESS FAIRBANKS MEDICAL CENTER,450716,58560,8829
DOCTORS HOSPITAL TIDWELL,450803,37313,9219
HARRIS COUNTY HOSPITAL DISTRICT,450289,26582,11042
HOUSTON NORTHWEST MEDICAL CENTER,450638,45883,7542
MEMORIAL HERMANN HOSPITAL SYSTEM,450184,28395,7969
MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,450610,25659,6350
MEMORIAL HERMANN TEXAS MEDICAL CENTER,450068,43274,12051
METHODIST HOSPITALTHE,450358,53113,8202
METHODIST WILLOWBROOK HOSPITAL,450844,52792,6784
PARK PLAZA HOSPITAL,450659,84116,7328
ST JOSEPH MEDICAL CENTER,450035,47746,9631
ST LUKE'S HOSPITAL AT THE VINTAGE LLC,670075,53977,6365
ST LUKES EPISCOPAL HOSPITAL,450193,47346,9619
WEST HOUSTON MEDICAL CENTER,450644,48315,8267
