providerName,providerNationalID,avgCoveredCharges,averagePayments
CYPRESS FAIRBANKS MEDICAL CENTER,450716,70063,10767
DOCTORS HOSPITAL TIDWELL,450803,31479,12390
HARRIS COUNTY HOSPITAL DISTRICT,450289,29347,15514
HOUSTON NORTHWEST MEDICAL CENTER,450638,57570,9874
MEMORIAL HERMANN HOSPITAL SYSTEM,450184,30402,10251
MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,450610,26774,8588
MEMORIAL HERMANN TEXAS MEDICAL CENTER,450068,48709,15488
METHODIST HOSPITALTHE,450358,68755,12177
METHODIST WILLOWBROOK HOSPITAL,450844,51583,8953
PARK PLAZA HOSPITAL,450659,97798,10260
ST ANTHONY'S HOSPITAL,450795,37010,9645
ST JOSEPH MEDICAL CENTER,450035,45469,12911
ST LUKES EPISCOPAL HOSPITAL,450193,57093,11421
WEST HOUSTON MEDICAL CENTER,450644,58684,10521
