providerName,providerNationalID,avgCoveredCharges,averagePayments
CYPRESS FAIRBANKS MEDICAL CENTER,450716,44440,10952
DOCTORS HOSPITAL TIDWELL,450803,29662,13604
HARRIS COUNTY HOSPITAL DISTRICT,450289,26191,17026
HOUSTON NORTHWEST MEDICAL CENTER,450638,47858,10603
MEMORIAL HERMANN HOSPITAL SYSTEM,450184,30354,11238
MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,450610,33048,10245
MEMORIAL HERMANN TEXAS MEDICAL CENTER,450068,45462,16662
METHODIST HOSPITALTHE,450358,54128,11742
METHODIST WILLOWBROOK HOSPITAL,450844,43988,9611
PARK PLAZA HOSPITAL,450659,80806,11084
ST JOSEPH MEDICAL CENTER,450035,43457,13963
ST LUKES EPISCOPAL HOSPITAL,450193,46157,11309
UNIVERSITY GENERAL HOSPITAL,670019,48303,11113
WEST HOUSTON MEDICAL CENTER,450644,54463,11304
