providerName,providerNationalID,avgCoveredCharges,averagePayments
CYPRESS FAIRBANKS MEDICAL CENTER,450716,78456,9972
DOCTORS HOSPITAL TIDWELL,450803,24306,12014
HARRIS COUNTY HOSPITAL DISTRICT,450289,20910,14330
HOUSTON NORTHWEST MEDICAL CENTER,450638,71058,9899
MEMORIAL HERMANN HOSPITAL SYSTEM,450184,27626,9785
MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,450610,28908,8800
MEMORIAL HERMANN TEXAS MEDICAL CENTER,450068,41307,14615
METHODIST HOSPITALTHE,450358,60224,10623
METHODIST WILLOWBROOK HOSPITAL,450844,57255,8869
PARK PLAZA HOSPITAL,450659,91653,10160
ST ANTHONY'S HOSPITAL,450795,33706,9069
ST JOSEPH MEDICAL CENTER,450035,43674,12444
ST LUKES EPISCOPAL HOSPITAL,450193,51183,11272
WEST HOUSTON MEDICAL CENTER,450644,53224,10360
