providerName,providerNationalID,avgCoveredCharges,averagePayments
CYPRESS FAIRBANKS MEDICAL CENTER,450716,27370,4563
DOCTORS HOSPITAL TIDWELL,450803,15453,5735
HARRIS COUNTY HOSPITAL DISTRICT,450289,12246,7092
HOUSTON NORTHWEST MEDICAL CENTER,450638,25336,4703
MEMORIAL HERMANN HOSPITAL SYSTEM,450184,16779,4918
MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,450610,14659,4121
MEMORIAL HERMANN TEXAS MEDICAL CENTER,450068,22912,8030
METHODIST HOSPITALTHE,450358,24803,5113
METHODIST WILLOWBROOK HOSPITAL,450844,32847,4598
PARK PLAZA HOSPITAL,450659,39449,4647
ST ANTHONY'S HOSPITAL,450795,16689,4264
ST JOSEPH MEDICAL CENTER,450035,34346,6224
ST LUKES EPISCOPAL HOSPITAL,450193,22734,5543
WEST HOUSTON MEDICAL CENTER,450644,24053,4819
