providerName,providerNationalID,avgCoveredCharges,averagePayments
DOCTORS HOSPITAL TIDWELL,450803,17019,6598
HARRIS COUNTY HOSPITAL DISTRICT,450289,12779,8171
HOUSTON NORTHWEST MEDICAL CENTER,450638,29457,5461
MEMORIAL HERMANN HOSPITAL SYSTEM,450184,19496,5827
MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,450610,15063,4660
MEMORIAL HERMANN TEXAS MEDICAL CENTER,450068,21546,8389
METHODIST HOSPITALTHE,450358,25556,5998
METHODIST WILLOWBROOK HOSPITAL,450844,26772,4765
PARK PLAZA HOSPITAL,450659,40146,5459
ST JOSEPH MEDICAL CENTER,450035,24508,6855
ST LUKES EPISCOPAL HOSPITAL,450193,22141,5838
WEST HOUSTON MEDICAL CENTER,450644,27574,5636
