providerName,providerNationalID,avgCoveredCharges,averagePayments
CYPRESS FAIRBANKS MEDICAL CENTER,450716,34535,4317
DOCTORS HOSPITAL TIDWELL,450803,19090,4560
HARRIS COUNTY HOSPITAL DISTRICT,450289,13265,5752
HOUSTON NORTHWEST MEDICAL CENTER,450638,34338,3673
MEMORIAL HERMANN HOSPITAL SYSTEM,450184,19449,3892
MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,450610,19266,4711
MEMORIAL HERMANN TEXAS MEDICAL CENTER,450068,25755,6213
METHODIST HOSPITALTHE,450358,28387,4028
METHODIST WILLOWBROOK HOSPITAL,450844,29360,3295
ST JOSEPH MEDICAL CENTER,450035,33372,4951
ST LUKES EPISCOPAL HOSPITAL,450193,22253,4865
WEST HOUSTON MEDICAL CENTER,450644,28165,4094
