providerName,providerNationalID,avgCoveredCharges,averagePayments
CYPRESS FAIRBANKS MEDICAL CENTER,450716,34901,5111
DOCTORS HOSPITAL TIDWELL,450803,17880,6317
HARRIS COUNTY HOSPITAL DISTRICT,450289,18514,7910
HOUSTON NORTHWEST MEDICAL CENTER,450638,32507,4908
MEMORIAL HERMANN HOSPITAL SYSTEM,450184,20022,5281
MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,450610,20320,5257
MEMORIAL HERMANN TEXAS MEDICAL CENTER,450068,31829,7769
METHODIST HOSPITALTHE,450358,30923,5531
METHODIST WILLOWBROOK HOSPITAL,450844,29938,4460
ST JOSEPH MEDICAL CENTER,450035,29983,6719
ST LUKES EPISCOPAL HOSPITAL,450193,29819,6088
