providerName,providerNationalID,avgCoveredCharges,averagePayments
CYPRESS FAIRBANKS MEDICAL CENTER,450716,92900,15430
HARRIS COUNTY HOSPITAL DISTRICT,450289,37741,18950
HOUSTON NORTHWEST MEDICAL CENTER,450638,69535,14069
MEMORIAL HERMANN HOSPITAL SYSTEM,450184,47291,14528
MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,450610,43815,16800
MEMORIAL HERMANN TEXAS MEDICAL CENTER,450068,55215,20582
METHODIST HOSPITALTHE,450358,91780,14795
METHODIST WILLOWBROOK HOSPITAL,450844,80638,13610
ST JOSEPH MEDICAL CENTER,450035,82802,17452
ST LUKES EPISCOPAL HOSPITAL,450193,66416,14810
WEST HOUSTON MEDICAL CENTER,450644,78780,15005
