providerName,providerNationalID,avgCoveredCharges,averagePayments
HOUSTON NORTHWEST MEDICAL CENTER,450638,34855,8265
MEMORIAL HERMANN HOSPITAL SYSTEM,450184,22555,7991
MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,450610,22282,6571
MEMORIAL HERMANN TEXAS MEDICAL CENTER,450068,39723,11875
METHODIST HOSPITALTHE,450358,46281,8824
METHODIST WILLOWBROOK HOSPITAL,450844,44818,6731
PARK PLAZA HOSPITAL,450659,54226,7894
ST JOSEPH MEDICAL CENTER,450035,36418,9903
ST LUKES EPISCOPAL HOSPITAL,450193,30888,7997
WEST HOUSTON MEDICAL CENTER,450644,36673,8044
