providerName,providerNationalID,avgCoveredCharges,averagePayments
CYPRESS FAIRBANKS MEDICAL CENTER,450716,49483,6771
DOCTORS HOSPITAL TIDWELL,450803,22976,8072
HARRIS COUNTY HOSPITAL DISTRICT,450289,14566,9690
HOUSTON NORTHWEST MEDICAL CENTER,450638,48408,6475
MEMORIAL HERMANN HOSPITAL SYSTEM,450184,20947,6811
MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,450610,21290,5765
MEMORIAL HERMANN TEXAS MEDICAL CENTER,450068,21174,9582
METHODIST HOSPITALTHE,450358,45019,7340
METHODIST WILLOWBROOK HOSPITAL,450844,39141,5805
PARK PLAZA HOSPITAL,450659,54484,6570
ST JOSEPH MEDICAL CENTER,450035,34121,8331
ST LUKES EPISCOPAL HOSPITAL,450193,35563,7557
WEST HOUSTON MEDICAL CENTER,450644,33690,6761
