providerName,providerNationalID,avgCoveredCharges,averagePayments
DOCTORS HOSPITAL TIDWELL,450803,17464,6887
HARRIS COUNTY HOSPITAL DISTRICT,450289,13925,8364
HOUSTON NORTHWEST MEDICAL CENTER,450638,39029,5864
MEMORIAL HERMANN HOSPITAL SYSTEM,450184,17935,6138
MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,450610,18971,6062
MEMORIAL HERMANN TEXAS MEDICAL CENTER,450068,23112,8267
METHODIST HOSPITALTHE,450358,33513,6059
METHODIST WILLOWBROOK HOSPITAL,450844,29982,4843
PARK PLAZA HOSPITAL,450659,47687,5587
ST JOSEPH MEDICAL CENTER,450035,26371,7176
ST LUKES EPISCOPAL HOSPITAL,450193,25213,6466
