providerName,providerNationalID,avgCoveredCharges,averagePayments
CYPRESS FAIRBANKS MEDICAL CENTER,450716,50795,5408
HOUSTON NORTHWEST MEDICAL CENTER,450638,34608,5089
MEMORIAL HERMANN HOSPITAL SYSTEM,450184,21744,5076
MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,450610,22687,5291
MEMORIAL HERMANN TEXAS MEDICAL CENTER,450068,24572,7223
METHODIST HOSPITALTHE,450358,35319,5169
METHODIST WILLOWBROOK HOSPITAL,450844,29322,4371
ST JOSEPH MEDICAL CENTER,450035,27824,6407
ST LUKES EPISCOPAL HOSPITAL,450193,28033,5489
WEST HOUSTON MEDICAL CENTER,450644,38170,5179
