providerName,providerNationalID,avgCoveredCharges,averagePayments
CYPRESS FAIRBANKS MEDICAL CENTER,450716,81996,13235
DOCTORS HOSPITAL TIDWELL,450803,33329,15756
HARRIS COUNTY HOSPITAL DISTRICT,450289,37812,18793
HOUSTON NORTHWEST MEDICAL CENTER,450638,68402,12085
MEMORIAL HERMANN HOSPITAL SYSTEM,450184,35003,12727
MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,450610,36038,11778
MEMORIAL HERMANN TEXAS MEDICAL CENTER,450068,74701,21371
METHODIST HOSPITALTHE,450358,80875,14195
METHODIST WILLOWBROOK HOSPITAL,450844,68591,11315
PARK PLAZA HOSPITAL,450659,116080,13356
ST ANTHONY'S HOSPITAL,450795,48273,11507
ST JOSEPH MEDICAL CENTER,450035,60136,16260
ST LUKES EPISCOPAL HOSPITAL,450193,78967,18302
UNIVERSITY GENERAL HOSPITAL,670019,57468,11998
WEST HOUSTON MEDICAL CENTER,450644,71470,13354
