providerName,providerNationalID,avgCoveredCharges,averagePayments
CYPRESS FAIRBANKS MEDICAL CENTER,450716,173252,35963
HOUSTON NORTHWEST MEDICAL CENTER,450638,160921,31468
MEMORIAL HERMANN HOSPITAL SYSTEM,450184,78759,33797
MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,450610,96613,38077
MEMORIAL HERMANN TEXAS MEDICAL CENTER,450068,157423,60983
METHODIST HOSPITALTHE,450358,260762,51286
METHODIST WILLOWBROOK HOSPITAL,450844,122148,33736
PARK PLAZA HOSPITAL,450659,304361,42262
ST LUKES EPISCOPAL HOSPITAL,450193,173699,39852
WEST HOUSTON MEDICAL CENTER,450644,154234,34761
