providerName,providerNationalID,avgCoveredCharges,averagePayments
CYPRESS FAIRBANKS MEDICAL CENTER,450716,66010,12192
DOCTORS HOSPITAL TIDWELL,450803,31674,15045
HARRIS COUNTY HOSPITAL DISTRICT,450289,42756,19425
HOUSTON NORTHWEST MEDICAL CENTER,450638,67230,12093
MEMORIAL HERMANN HOSPITAL SYSTEM,450184,36848,12428
MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,450610,27285,10808
MEMORIAL HERMANN TEXAS MEDICAL CENTER,450068,49050,18490
METHODIST HOSPITALTHE,450358,79405,15201
METHODIST WILLOWBROOK HOSPITAL,450844,45873,10638
PARK PLAZA HOSPITAL,450659,107423,13232
ST ANTHONY'S HOSPITAL,450795,39953,10815
ST JOSEPH MEDICAL CENTER,450035,46784,15130
ST LUKES EPISCOPAL HOSPITAL,450193,54476,14427
WEST HOUSTON MEDICAL CENTER,450644,44696,12681
