providerName,providerNationalID,avgCoveredCharges,averagePayments
CYPRESS FAIRBANKS MEDICAL CENTER,450716,46838,6789
HARRIS COUNTY HOSPITAL DISTRICT,450289,18272,10396
HOUSTON NORTHWEST MEDICAL CENTER,450638,40920,6619
MEMORIAL HERMANN HOSPITAL SYSTEM,450184,21801,7539
MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,450610,21872,6101
MEMORIAL HERMANN TEXAS MEDICAL CENTER,450068,31736,10654
METHODIST HOSPITALTHE,450358,42907,7860
METHODIST WILLOWBROOK HOSPITAL,450844,36247,6078
PARK PLAZA HOSPITAL,450659,60859,7364
ST ANTHONY'S HOSPITAL,450795,25586,6352
ST JOSEPH MEDICAL CENTER,450035,36574,8841
ST LUKE'S HOSPITAL AT THE VINTAGE LLC,670075,38657,5288
ST LUKES EPISCOPAL HOSPITAL,450193,35304,7678
WEST HOUSTON MEDICAL CENTER,450644,39028,7237
