providerName,providerNationalID,avgCoveredCharges,averagePayments
CYPRESS FAIRBANKS MEDICAL CENTER,450716,41717,5814
HARRIS COUNTY HOSPITAL DISTRICT,450289,13271,8565
HOUSTON NORTHWEST MEDICAL CENTER,450638,34187,5515
MEMORIAL HERMANN HOSPITAL SYSTEM,450184,20434,6680
MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,450610,19680,5057
MEMORIAL HERMANN TEXAS MEDICAL CENTER,450068,27103,8369
METHODIST HOSPITALTHE,450358,33729,6085
METHODIST WILLOWBROOK HOSPITAL,450844,31328,5075
PARK PLAZA HOSPITAL,450659,42233,5754
ST JOSEPH MEDICAL CENTER,450035,37619,8148
ST LUKES EPISCOPAL HOSPITAL,450193,28244,7933
WEST HOUSTON MEDICAL CENTER,450644,33510,5988
