providerName,providerNationalID,avgCoveredCharges,averagePayments
CYPRESS FAIRBANKS MEDICAL CENTER,450716,44459,7945
DOCTORS HOSPITAL TIDWELL,450803,27673,8519
HARRIS COUNTY HOSPITAL DISTRICT,450289,21103,10568
HOUSTON NORTHWEST MEDICAL CENTER,450638,41059,8826
MEMORIAL HERMANN HOSPITAL SYSTEM,450184,25708,7166
MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,450610,23231,6107
MEMORIAL HERMANN TEXAS MEDICAL CENTER,450068,37321,11845
METHODIST HOSPITALTHE,450358,33099,7449
METHODIST WILLOWBROOK HOSPITAL,450844,33243,6073
PARK PLAZA HOSPITAL,450659,50454,6881
ST JOSEPH MEDICAL CENTER,450035,30053,8706
ST LUKES EPISCOPAL HOSPITAL,450193,31226,7452
WEST HOUSTON MEDICAL CENTER,450644,38113,7205
