providerName,providerNationalID,avgCoveredCharges,averagePayments
HARRIS COUNTY HOSPITAL DISTRICT,450289,21556,12644
HOUSTON NORTHWEST MEDICAL CENTER,450638,45184,8034
MEMORIAL HERMANN HOSPITAL SYSTEM,450184,27977,9006
MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,450610,29421,8612
MEMORIAL HERMANN TEXAS MEDICAL CENTER,450068,49309,14115
METHODIST HOSPITALTHE,450358,69690,10999
METHODIST WILLOWBROOK HOSPITAL,450844,50482,7518
PARK PLAZA HOSPITAL,450659,86006,9287
ST JOSEPH MEDICAL CENTER,450035,46510,11714
ST LUKES EPISCOPAL HOSPITAL,450193,46206,9866
