providerName,providerNationalID,avgCoveredCharges,averagePayments
HARRIS COUNTY HOSPITAL DISTRICT,450289,11716,6888
HOUSTON NORTHWEST MEDICAL CENTER,450638,28422,4383
MEMORIAL HERMANN HOSPITAL SYSTEM,450184,16483,5162
MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,450610,14693,4523
MEMORIAL HERMANN TEXAS MEDICAL CENTER,450068,22081,6987
METHODIST HOSPITALTHE,450358,28070,5052
METHODIST WILLOWBROOK HOSPITAL,450844,24208,4035
PARK PLAZA HOSPITAL,450659,39563,5042
ST JOSEPH MEDICAL CENTER,450035,22964,6004
ST LUKE'S HOSPITAL AT THE VINTAGE LLC,670075,24672,6357
ST LUKES EPISCOPAL HOSPITAL,450193,21904,5822
WEST HOUSTON MEDICAL CENTER,450644,31176,4854
