providerName,providerNationalID,avgCoveredCharges,averagePayments
CYPRESS FAIRBANKS MEDICAL CENTER,450716,40716,4709
DOCTORS HOSPITAL TIDWELL,450803,17348,5975
HARRIS COUNTY HOSPITAL DISTRICT,450289,11434,7254
HOUSTON NORTHWEST MEDICAL CENTER,450638,34683,4793
MEMORIAL HERMANN HOSPITAL SYSTEM,450184,16193,5170
MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,450610,15747,4603
MEMORIAL HERMANN TEXAS MEDICAL CENTER,450068,18545,7228
METHODIST HOSPITALTHE,450358,32390,5400
METHODIST WILLOWBROOK HOSPITAL,450844,28564,4316
ST JOSEPH MEDICAL CENTER,450035,25308,6122
ST LUKES EPISCOPAL HOSPITAL,450193,23254,5756
WEST HOUSTON MEDICAL CENTER,450644,26902,5385
